,from,to,weight,from_name,from_Degree,from_Closeness,from_Betweeness,from_PageRank,from_Constraint,from_Alpha,to_name,to_Degree,to_Closeness,to_Betweeness,to_PageRank,to_Constraint,to_Alpha
57,6,144,0.0256049688057021,SP110,8,0.0283905799118167,14,0.00314488281723764,0.128900266966409,1.02340058100537,NR1H2,1,0.0246616517972446,0,0.00320228273789529,1,1.02620413995238
58,38,107,0.0255788331758961,NFIL3,1,0.0231730464529411,0,0.00283095678604548,1,1,MAF,3,0.0264318207060409,5,0.00750665828893013,0.336936393045099,1.05186687359337
59,39,88,0.0253564948551961,MAFB,6,0.0306892515998155,42,0.00965809352549999,0.167076635954607,1.07054253169291,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151
60,40,127,0.0253132507248889,ZXDC,3,0.0241564278757063,0,0.00283095678604548,0.335728279742892,1,KDM2A,3,0.0258809720028395,0,0.00702991664065415,0.334911719816308,1.07903077810573
61,7,145,0.0252768919837188,ZEB1,5,0.0247361960651731,0,0.00283095678604548,0.205200497718733,1,ZNF33A,2,0.0280652845440463,0,0.00356942825394187,0.505170200824493,1.04588757863283
62,41,44,0.0252049431153016,ZBTB5,2,0.0235848069259421,8,0.00523727005418414,0.502986616994501,1.02158843717334,HIVEP1,6,0.0268759701141471,21,0.00968894960024066,0.167476073809303,1.04938908261611
63,40,146,0.0251999808800093,ZXDC,3,0.0241564278757063,0,0.00283095678604548,0.335728279742892,1,NR2C2,1,0.0214415381339634,0,0.00367921777938479,1,1.02519998088001
64,10,147,0.0251906292300452,ETS1,6,0.0293349041947185,9,0.0036151867529166,0.206280914438764,1.02135530076264,ZNF524,2,0.0256236496015132,0,0.00465436411620821,0.50376491575364,1.04689647010486
65,42,148,0.025155708515575,ZNF439,1,0.01614597057938,0,0.00283095678604548,1,1,FOS,2,0.0176358849256705,0,0.00641270550256714,0.506416022820734,1.04519211646463
66,13,57,0.0250857260833236,ZBTB7A,8,0.0289812232878009,73,0.00525640722663799,0.128194132163789,1.04345677410331,ZKSCAN8,6,0.0279257479331239,51,0.00426926582071933,0.167495824649984,1.04810608566175
67,43,149,0.0250718546485426,HMGN3,4,0.0230304779157571,8,0.00523400870864965,0.250749893470283,1.05342283985808,ZNF473,1,0.0205610414591261,0,0.00506449115507488,1,1.02641126432438
68,44,107,0.025050804180219,HIVEP1,6,0.0268759701141471,21,0.00968894960024066,0.167476073809303,1.04938908261611,MAF,3,0.0264318207060409,5,0.00750665828893013,0.336936393045099,1.05186687359337
69,45,150,0.0249567680757102,ZNF436,2,0.0210364007802012,3,0.00345642914609886,0.504525392559827,1.02170150384356,ZNF18,1,0.018965379111331,0,0.00576892156022951,1,1.02549836747403
70,43,151,0.0248679901477885,HMGN3,4,0.0230304779157571,8,0.00523400870864965,0.250749893470283,1.05342283985808,KLF6,4,0.0207061419840846,0,0.00986337853345441,0.251350980580234,1.0899872648705
71,46,141,0.0248431098156252,ZNF101,3,0.0267642032124368,16,0.007282636332102,0.333381349225789,1.02488181056686,SREBF1,3,0.0235674893476401,0,0.0107834808616457,0.333914412523113,1.07531003994086
72,47,136,0.0248422534284221,DRAP1,1,0.0220754233562617,0,0.00283095678604548,1,1,GLMP,3,0.0249177367183436,0,0.00908886205290799,0.33624730555209,1.07457138987399
73,48,90,0.0247594724124986,ZNF559,2,0.0258822939305376,0,0.00283095678604548,0.503926737821785,1,ZNF14,2,0.0276267779262578,1,0.00414073696581885,0.502578355810346,1.0247594724125
74,49,152,0.0247347798225898,ZBTB10,3,0.0289313986936498,2,0.00359027637154584,0.339593967597903,1.02904747688858,NR4A2,2,0.029249865417448,0,0.013898846064013,0.501403720745943,1.04974035145374
75,50,88,0.0245706262959453,MEF2B,2,0.0276004528112257,0,0.00283095678604548,0.501360421486195,1,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151
76,6,153,0.0245541348989657,SP110,8,0.0283905799118167,14,0.00314488281723764,0.128900266966409,1.02340058100537,SETDB1,1,0.0247953079885369,0,0.00318704343400799,1,1.02512871592169
77,29,110,0.024519460263351,ZNF664,5,0.0218289251402682,0,0.00283095678604548,0.201356213188654,1,ZNF639,2,0.0244164928999105,0,0.00436405008193149,0.528699090205091,1.06448918654314
78,51,127,0.0244534474459224,ZNF549,4,0.0229473474102314,0,0.00283095678604548,0.251200060054516,1,KDM2A,3,0.0258809720028395,0,0.00702991664065415,0.334911719816308,1.07903077810573
79,52,46,0.0243835669139673,CEBPD,2,0.0235924987333002,9,0.00523727005418414,0.5038839358349,1.0204335835953,ZNF101,3,0.0267642032124368,16,0.007282636332102,0.333381349225789,1.02488181056686
80,53,43,0.0243430913955557,THAP7,3,0.0247788840790665,0,0.00283095678604548,0.3350571068894,1,HMGN3,4,0.0230304779157571,8,0.00523400870864965,0.250749893470283,1.05342283985808
81,29,142,0.0243386810795499,ZNF664,5,0.0218289251402682,0,0.00283095678604548,0.201356213188654,1,POU2F2,2,0.0196755330255339,0,0.00572192931537879,0.500571245767008,1.05038025312091
82,54,106,0.0243262926429151,ZKSCAN1,4,0.032245405188597,4,0.00343311631294125,0.250931349818739,1.0230353796672,ARNT,3,0.0311480512174834,3,0.00446031488280676,0.370796764869009,1.0674179010831
83,55,143,0.0242712689781089,MBD1,2,0.0243040068856014,0,0.00283095678604548,0.501250451463577,1,TET3,3,0.027665886643731,0,0.00484510517088093,0.394031008428027,1.07351473068753
84,56,154,0.0242651064904244,EGR1,2,0.024838834779015,6,0.00363359111705627,0.502470302535294,1.02914809250699,ZNF207,1,0.022071800624986,0,0.00591950923554331,1,1.0249723880591
85,57,89,0.0242203550536172,ZKSCAN8,6,0.0279257479331239,51,0.00426926582071933,0.167495824649984,1.04810608566175,E2F1,4,0.0273861315778839,24,0.00860442196660885,0.254640716080257,1.07621226350013
86,10,155,0.0242018439946849,ETS1,6,0.0293349041947185,9,0.0036151867529166,0.206280914438764,1.02135530076264,ZNF700,1,0.0255603681951337,0,0.00339564015164901,1,1.0247186816522
87,58,156,0.0241418562517941,FIZ1,1,0.0242282254813946,0,0.00283095678604548,1,1,ZNF776,2,0.0275841765963224,0,0.00902853770456989,0.504093409886836,1.0456349421181
88,46,39,0.0241345501550841,ZNF101,3,0.0267642032124368,16,0.007282636332102,0.333381349225789,1.02488181056686,MAFB,6,0.0306892515998155,42,0.00965809352549999,0.167076635954607,1.07054253169291
89,59,134,0.0240942115472274,ZNF217,6,0.0212458496040752,0,0.00283095678604548,0.227821500413798,1,FOSB,2,0.019236971056824,0,0.00442762121049596,0.502060755121114,1.05149430546614
90,60,157,0.0240705382983284,ZNF672,2,0.022465632565345,0,0.00283095678604548,0.501916292718272,1,ZBTB44,1,0.0201942254137213,0,0.0041085982949904,1,1.02407053829833
91,57,30,0.0240111983995281,ZKSCAN8,6,0.0279257479331239,51,0.00426926582071933,0.167495824649984,1.04810608566175,ZBTB4,5,0.027796340380262,18,0.00682238162384232,0.202521662110831,1.0769326862148
92,16,158,0.0239791035980117,ZNF225,7,0.0204703394429269,3,0.00324272530471987,0.220557928649311,1.02307639141353,NR4A1,1,0.0185739576611126,0,0.00327366132246755,1,1.02453245477839
93,6,159,0.0239189253627048,SP110,8,0.0283905799118167,14,0.00314488281723764,0.128900266966409,1.02340058100537,RREB1,1,0.0248768055215504,0,0.00317783155847454,1,1.02447864211322
94,54,160,0.0238454830518044,ZKSCAN1,4,0.032245405188597,4,0.00343311631294125,0.250931349818739,1.0230353796672,SPEN,2,0.0314932640241512,0,0.00411584333322271,0.503829430657261,1.04483511150697
95,59,63,0.0237323187970724,ZNF217,6,0.0212458496040752,0,0.00283095678604548,0.227821500413798,1,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998
96,61,141,0.0236521195302832,IRF4,1,0.0211188896048533,0,0.00283095678604548,1,1,SREBF1,3,0.0235674893476401,0,0.0107834808616457,0.333914412523113,1.07531003994086
97,62,44,0.0236400041699015,NR3C1,1,0.0237388272718103,0,0.00283095678604548,1,1,HIVEP1,6,0.0268759701141471,21,0.00968894960024066,0.167476073809303,1.04938908261611
98,63,4,0.0236348968642007,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998,ZNF787,2,0.0192610182378935,8,0.00383448095599767,0.525449795479244,1.02529676737286
99,7,161,0.0234602357704515,ZEB1,5,0.0247361960651731,0,0.00283095678604548,0.205200497718733,1,VEZF1,2,0.027879201775589,0,0.00355472687453563,0.500625674836761,1.04531739492619
100,17,162,0.0234292634617276,ZNF280D,7,0.0286231188687813,8,0.00319085697958752,0.211066699219735,1.02682757336449,ZNF831,1,0.0251192659380426,0,0.00324836188318594,1,1.02405781374612
101,31,3,0.0233553242094152,MYBL2,4,0.0305434649019596,27,0.00523727005418414,0.251811368763004,1.0223286275271,RXRA,3,0.0322249063589654,16,0.00425408874438588,0.352951522310957,1.02387681654446
102,44,163,0.0232338782129133,HIVEP1,6,0.0268759701141471,21,0.00968894960024066,0.167476073809303,1.04938908261611,TFEB,1,0.0237865268322209,0,0.00493574709475508,1,1.02438137814346
103,6,164,0.0232315372270647,SP110,8,0.0283905799118167,14,0.00314488281723764,0.128900266966409,1.02340058100537,ZBTB38,1,0.0249656032882102,0,0.0031678629834025,1,1.02377516869583
104,64,165,0.0232256394740759,HHEX,3,0.028639529797371,1,0.00702121133462659,0.468440347167136,1.0441354598967,BHLHE40,3,0.0284085622719699,0,0.012530406584991,0.470708742460077,1.06814337196615
105,33,166,0.0231628206658235,TGIF1,3,0.0238398926874504,0,0.00283095678604548,0.335764766468774,1,SETBP1,1,0.0213838040194762,0,0.00360209586775808,1,1.02316282066582
106,24,167,0.0231450061408818,NFATC1,3,0.0248243610451264,0,0.00283095678604548,0.33780906806891,1,MTF1,1,0.0221743394892658,0,0.00358822174691819,1,1.02314500614088
107,59,16,0.0230763914135338,ZNF217,6,0.0212458496040752,0,0.00283095678604548,0.227821500413798,1,ZNF225,7,0.0204703394429269,3,0.00324272530471987,0.220557928649311,1.02307639141353
108,26,12,0.0230609349873354,NCOA2,6,0.0233979960833496,16,0.00594324853945238,0.169207633308836,1.04100542524695,NFAT5,4,0.0231602005302396,8,0.00489643127393956,0.254705526380029,1.0463803677986
109,57,168,0.0230599703840952,ZKSCAN8,6,0.0279257479331239,51,0.00426926582071933,0.167495824649984,1.04810608566175,CXXC5,2,0.0246550750647669,0,0.00615207541653663,0.500014406523877,1.04698302580608
110,39,76,0.0230396937341807,MAFB,6,0.0306892515998155,42,0.00965809352549999,0.167076635954607,1.07054253169291,SPIB,5,0.0305191003675418,16,0.0110670623687198,0.200133651977382,1.09177461815206
111,2,54,0.0230353796672011,LYL1,3,0.0301915443470913,0,0.00283095678604548,0.350728886150287,1,ZKSCAN1,4,0.032245405188597,4,0.00343311631294125,0.250931349818739,1.0230353796672
112,65,120,0.0230273303820437,IRF1,3,0.0168139500766063,6,0.00849657886678216,0.357193861392598,1.059463315613,HMGA1,2,0.0155719448514346,0,0.012459362090949,0.510182820778573,1.05509038649656
113,66,169,0.0230075050111411,CENPB,2,0.0178059827452267,1,0.00523727005418414,0.501220306623703,1.02084126345712,BCL11A,2,0.0194471739988028,0,0.00816304446631972,0.501349147693768,1.04568027740463
114,17,126,0.0230049041832313,ZNF280D,7,0.0286231188687813,8,0.00319085697958752,0.211066699219735,1.02682757336449,ZBTB18,3,0.0281078048086184,0,0.00493676428622989,0.338717165496255,1.07383176116438
115,67,170,0.0229434379310657,ZNF675,5,0.0264431570044552,6,0.00441430650003633,0.257873358427991,1.05587449752994,ELF2,1,0.0234801298736982,0,0.00413107443930227,1,1.02422539099707
116,5,6,0.0229052599521218,ZNF318,10,0.031189545939442,20,0.00357514833427411,0.141655372569014,1.02162477327426,SP110,8,0.0283905799118167,14,0.00314488281723764,0.128900266966409,1.02340058100537
117,3,39,0.022858425397183,RXRA,3,0.0322249063589654,16,0.00425408874438588,0.352951522310957,1.02387681654446,MAFB,6,0.0306892515998155,42,0.00965809352549999,0.167076635954607,1.07054253169291
118,68,168,0.0228137305113274,ZNF212,1,0.0220726887555672,0,0.00283095678604548,1,1,CXXC5,2,0.0246550750647669,0,0.00615207541653663,0.500014406523877,1.04698302580608
119,59,171,0.0227878040163251,ZNF217,6,0.0212458496040752,0,0.00283095678604548,0.227821500413798,1,PURA,1,0.0193020830972829,0,0.00323757583386339,1,1.02278780401632
120,69,88,0.0227722358814994,IRF5,2,0.0254552770080635,0,0.00283095678604548,0.976619698500633,1,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151
121,7,172,0.0227230200759981,ZEB1,5,0.0247361960651731,0,0.00283095678604548,0.205200497718733,1,ZBTB40,2,0.0221916057893167,0,0.0044414543896239,0.500000162237804,1.04542016757075
122,70,172,0.0226971474947546,ANKZF1,2,0.020105474850743,0,0.00283095678604548,0.500005883314178,1,ZBTB40,2,0.0221916057893167,0,0.0044414543896239,0.500000162237804,1.04542016757075
123,16,63,0.0225950947218223,ZNF225,7,0.0204703394429269,3,0.00324272530471987,0.220557928649311,1.02307639141353,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998
124,29,173,0.0225943850978401,ZNF664,5,0.0218289251402682,0,0.00283095678604548,0.201356213188654,1,SNAPC5,1,0.0197978998297174,0,0.00328088165883851,1,1.02259438509784
125,70,174,0.0225419659382388,ANKZF1,2,0.020105474850743,0,0.00283095678604548,0.500005883314178,1,ZFP64,1,0.018373427943505,0,0.00402998628973938,1,1.02254196593824
126,67,175,0.0225362060575941,ZNF675,5,0.0264431570044552,6,0.00441430650003633,0.257873358427991,1.05587449752994,PRDM2,1,0.0235269217758853,0,0.00410799815277276,1,1.02379540524729
127,71,176,0.0225138793370797,ZNF574,1,0.0212646691832049,0,0.00283095678604548,1,1,ZNF266,2,0.0236163902919239,0,0.00650698873359853,0.500318916213037,1.04440944253364
128,72,177,0.0224268826460268,KLF8,3,0.025022331129706,0,0.00283095678604548,0.333579840926674,1,ZNF689,1,0.0224069080899978,0,0.00366200233566123,1,1.02242688264603
129,11,178,0.0224149553543114,ZFP91,3,0.0171635941029358,0,0.00283095678604548,0.341536233646713,1,SNAI3,1,0.0158918929106321,0,0.00345708303667534,1,1.02241495535431
130,31,30,0.0224100449935514,MYBL2,4,0.0305434649019596,27,0.00523727005418414,0.251811368763004,1.0223286275271,ZBTB4,5,0.027796340380262,18,0.00682238162384232,0.202521662110831,1.0769326862148
131,73,39,0.0224032584058632,TFDP1,1,0.0268495472354989,0,0.00283095678604548,1,1,MAFB,6,0.0306892515998155,42,0.00965809352549999,0.167076635954607,1.07054253169291
132,53,12,0.0223738093655209,THAP7,3,0.0247788840790665,0,0.00283095678604548,0.3350571068894,1,NFAT5,4,0.0231602005302396,8,0.00489643127393956,0.254705526380029,1.0463803677986
133,1,23,0.0223510919610541,HIVEP2,6,0.0316168105103509,0,0.00283095678604548,0.180490016851482,1,SP1,2,0.0286616015768735,1,0.00314537971896369,0.507572298256267,1.02235109196105
134,74,31,0.0223286275271002,TEF,1,0.0267489948167286,0,0.00283095678604548,1,1,MYBL2,4,0.0305434649019596,27,0.00523727005418414,0.251811368763004,1.0223286275271
135,17,143,0.0223265587007899,ZNF280D,7,0.0286231188687813,8,0.00319085697958752,0.211066699219735,1.02682757336449,TET3,3,0.027665886643731,0,0.00484510517088093,0.394031008428027,1.07351473068753
136,69,9,0.022303998395815,IRF5,2,0.0254552770080635,0,0.00283095678604548,0.976619698500633,1,AHR,4,0.0258153062934715,0,0.0216321018446309,0.734855450053782,1.06958755751553
137,75,63,0.0222968164641245,ATF2,7,0.023100674340681,10,0.00377250622382748,0.196187338346753,1.05241224948026,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998
138,8,35,0.0222852700806507,KLF13,4,0.0294198638670981,15,0.00572365348146794,0.262355907008422,1.04167119150874,MEF2D,3,0.025979245775764,12,0.00477384145200745,0.336496391924205,1.02321392383801
139,76,152,0.0222455150377245,SPIB,5,0.0305191003675418,16,0.0110670623687198,0.200133651977382,1.09177461815206,NR4A2,2,0.029249865417448,0,0.013898846064013,0.501403720745943,1.04974035145374
140,77,14,0.0221975948350929,ZNF200,1,0.0172811796679463,0,0.00283095678604548,1,1,ZKSCAN5,2,0.0187795824561808,1,0.00523727005418414,0.512913921030537,1.02219759483509
141,33,179,0.0221700279508955,TGIF1,3,0.0238398926874504,0,0.00283095678604548,0.335764766468774,1,ZNF860,1,0.0214786488884234,0,0.00356904370742036,1,1.0221700279509
142,78,180,0.0221439314232646,ARID3A,2,0.0233130964742479,5,0.00463856335221341,0.50015845001662,1.02186538795235,ZNF789,1,0.0210525063278656,0,0.00677373563542688,1,1.02262811707462
