"","regulatory.gene","target.gene","weight"
"634","ZBTB32","HIF1A",0.017088289448
"635","IKZF3","PURA",0.0170803906538984
"636","ZNF736","SOX12",0.0170800403067776
"637","ZNF569","ZNF285",0.017063787383
"638","ZNF585B","ZNF430",0.0170579098056914
"639","MLXIP","TBPL1",0.0170426446353323
"640","KLF8","ELF2",0.0170401913394608
"641","ZNF304","ZNF610",0.0170308983490082
"642","ZNF718","ZBTB33",0.0170285005959821
"643","SMAD3","ZNF512B",0.0170254997313376
"644","FLI1","RELB",0.0170116637467282
"645","ZNF225","TGIF1",0.0170111579631085
"646","NR3C1","NFKB2",0.0169635510944982
"647","ZBTB18","PRDM8",0.0169585795651796
"648","SP110","ZNF234",0.0169521545893938
"649","TET3","ZNF280C",0.0169496362190087
"650","STAT5B","ZNF658",0.0169389430160288
"651","ZNF395","ZNF580",0.0169345982442614
"652","SP8","ZNF229",0.0169345474491063
"653","AKNA","ZNF397",0.0169227923122823
"654","ZFP69B","SP140",0.01690713435495
"655","GLMP","NR4A3",0.0169018908830106
"656","ATMIN","ZNF32",0.0169009229515842
"657","ZNF518A","ZNF669",0.0168955366008278
"658","AKNA","ZNF761",0.0168940103460537
"659","ZNF280D","BAZ2A",0.016892824146646
"660","MGA","SKOR1",0.0168915859777559
"661","E2F1","PRDM2",0.0168824120051864
"662","ZBTB39","ZNF658",0.016871879628117
"663","MYCL","AHR",0.0168470761392662
"664","ZNF317","ZNF207",0.0168366485698131
"665","LYL1","C11orf95",0.0168298643159456
"666","ZNF211","E2F2",0.0168291281496935
"667","ZNF568","NFAT5",0.016818770902031
"668","IRF1","RELB",0.0168155299268311
"669","ZBTB44","ZFP37",0.0167954805361968
"670","ZNF675","VEZF1",0.0167895980899168
"671","ZNF8","TFDP1",0.0167821209518123
"672","FOXJ2","ADNP",0.0167809175138268
"673","ZNF385A","MAFB",0.0167805927061205
"674","ZBTB4","EGR3",0.016762004820761
"675","ADNP2","STAT4",0.0167495123735557
"676","KLF8","ZNF561",0.0167447384876744
"678","ZNF736","IRF7",0.0167367887331661
"679","SP110","FOXP1",0.0167357087322514
"680","CHAMP1","IRF7",0.0167338588714148
"681","MYBL2","AEBP1",0.0167299141532976
"682","ZNF26","ZNF597",0.0167283154080916
"683","FOXO1","ZIK1",0.0167180793318894
"685","ZNF664","ZNF749",0.0167050693268322
"686","ZNF84","ARID5A",0.0167032443460175
"687","ZNF852","ZNF830",0.0167015966350636
"688","ZNF677","SETDB2",0.0166926664069853
"689","USF1","ZNF215",0.0166923692011818
"690","ZNF726","MXD3",0.0166913820564782
"691","ZNF639","BAZ2B",0.0166912945889357
"692","MEF2C","THAP7",0.0166861356121875
"693","ZBED4","ZBTB48",0.0166841521356575
"694","HIVEP3","NFE2L1",0.0166779031005099
"695","HOXB3","GFI1",0.0166769583836948
"696","RUNX1","DNTTIP1",0.0166767198881197
"697","MBD2","TCF7L2",0.0166671319386275
"698","CSRNP1","GLMP",0.0166630860244946
"699","KLF6","GLMP",0.0166595288043003
"700","ZNF718","STAT5B",0.0166503528048769
"701","ZNF181","SKI",0.0166448099404565
"702","FOXO3","E2F1",0.0166343097198648
"703","ZNF142","ZNF394",0.0166207288116507
"704","IRF8","NFE2L1",0.0166198403593795
"705","GTF2IRD2B","PRDM8",0.016613572511041
"706","NFATC1","ZNF441",0.0166116378913675
"707","TCF7","ZNF667",0.016603730940082
"708","HIVEP1","NR3C1",0.0166000057678133
"709","ZNF621","ZNF711",0.0165992995360976
"710","ESRRA","ZNF790",0.0165820586855564
"711","ZNF382","ZBTB7B",0.016557544019942
"712","IKZF3","ZFP30",0.0165565560859953
"714","ZNF236","TCF7L2",0.016547224472929
"715","LCORL","ZNF418",0.0165410727014534
"716","RORA","ZNF576",0.0165265564903795
"717","LCORL","ZNF629",0.0165230615987702
"718","ZNF154","MGA",0.0165219450136271
"719","IRF9","FOS",0.0165214848016043
"720","ZNF217","ZSCAN21",0.0164993682258323
"721","BPTF","CEBPD",0.0164904834196222
"722","ZNF658","ZNF655",0.0164626002358696
"723","ZNF14","ZNF227",0.0164568783056491
"724","ZNF184","KLF8",0.016456814626289
"725","ATF4","SNAI3",0.0164522328796348
"726","ZBTB39","ZNF229",0.0164521788721784
"728","NFKB2","HBP1",0.0164420448753453
"729","ZNF713","BAZ2B",0.0164405423368442
"730","NFATC2","ZNF471",0.0164373155024274
"731","ZNF229","MLXIP",0.0164289105617578
"732","ZNF558","ZNF10",0.0164225461908549
"733","CREB3L2","ZMAT1",0.016420516969467
"734","ZNF718","MEF2A",0.0164202113701804
"735","ZNF761","NFATC3",0.0164183135425474
"736","ZHX3","PIN1",0.0164130040381292
"737","ZNF324B","TBPL1",0.0164112060441848
"738","ZNF182","SCMH1",0.0164103239848987
"739","NRL","ZNF318",0.0164089045775986
"740","IKZF3","THAP4",0.0164087978590527
"741","ATMIN","SKIL",0.0164054290302878
"743","E2F5","ZNF675",0.016397624493
"744","ARID5B","THAP7",0.0163963611950365
"745","PRDM8","EGR3",0.0163763014839956
"746","JDP2","HIF1A",0.0163705488061286
"747","DPF1","ZNF595",0.0163648057410375
"748","IRF9","SKI",0.0163565634390707
"749","ZNF445","ZNF777",0.0163522586856235
"750","ZNF14","MAFB",0.0163506176942305
"751","ZNF316","CEBPB",0.0163455792824438
"752","NFIL3","ZNF444",0.0163400311965499
"754","IKZF3","THAP7",0.0163225879320434
"755","GZF1","ZNF268",0.0163114687169776
"756","TCF4","ZNF516",0.0163067629276519
"757","ZNF169","ZNF70",0.0163047745140926
"758","ELK1","ARID2",0.0163023991523281
"759","TRAFD1","VENTX",0.0162993245002387
"760","ZNF579","SP140",0.0162954949561392
"761","KDM2B","RBPJ",0.0162940838567804
"762","ZEB1","MAF",0.0162926484714071
"763","ZNF32","ZNF101",0.0162867809240877
"764","HINFP","HDX",0.0162863380226652
"765","IKZF3","FOXP1",0.0162812377277168
"766","ZNF449","BCL11A",0.0162747606596222
"767","ZNF831","E2F2",0.016273667299215
"768","NFKB2","ZNF525",0.0162635779214097
"769","GPBP1","CENPA",0.016246365742092
"770","ZNF91","MXD1",0.0162445612445134
"771","ZNF736","THAP11",0.016240578738087
"772","ZNF782","ZNF146",0.0162177721764758
"773","ZNF675","ZBTB1",0.0162051143392477
"774","ZNF77","ZNF165",0.0162008370657061
"775","JAZF1","HIF1A",0.0161987475101069
"776","ZNF761","SP110",0.0161982925295919
"777","ETS1","NR2C2",0.0161902284337265
"778","ZBTB44","VENTX",0.0161854012304089
"779","ZNF248","IRF2",0.0161814175029211
"780","ZEB1","PPARA",0.0161751808179405
"781","ZNF808","ZNF382",0.0161724523732645
"782","BCL11A","IRF5",0.016162446419658
"783","SNAPC5","ZFHX3",0.016161745947246
"784","SETDB1","BCL11A",0.0161593409452152
"785","ZNF852","ZNF107",0.0161576728483166
"786","FOXJ2","ZNF142",0.0161388420339287
"787","SRF","ZNF658",0.0161374624836203
"788","ZNF236","PLAGL1",0.0161303995742429
"789","ZNF713","ZNF623",0.0161171196449987
"791","ZFP37","REXO4",0.0161158949407712
"792","ZNF322","THAP12",0.0161045744400071
"793","TTF1","ESR2",0.0160969368540197
"794","NCOA3","YBX3",0.0160954455909156
"795","SNAPC5","HMBOX1",0.0160796461597255
"796","ZNF212","ZFP90",0.0160689852529826
"797","MLXIP","ATF5",0.0160588709902525
"798","ZNF292","ARID5A",0.0160514290730289
"799","NFYB","STAT3",0.0160508074594251
"800","ZNF576","ZNF646",0.0160465518833547
"801","ZNF688","NFIL3",0.0160305380113804
"802","SKIL","IRF8",0.0160254332641185
"803","REPIN1","GLMP",0.0160189999604961
"804","ZNF410","MBD4",0.0160088174614682
"806","ZNF804A","BAZ2A",0.016001726705824
"807","MAFB","NR4A3",0.0160009389209766
"808","RUNX1","ZNF644",0.0159924152866575
"809","ETS1","ZNF24",0.0159866184951004
"810","ZNF623","ZNF33A",0.0159818165274584
"811","ZNF212","ZNF280D",0.0159809105377814
"812","KLF9","DNMT1",0.0159802192199569
"813","ATF6","ZNF32",0.0159770943328256
"814","DRAP1","ZNF804A",0.0159749703234358
"815","ZBTB7B","ZFP69B",0.0159745739891928
"816","ZNF814","ATF4",0.0159744591871315
"817","ZNF174","ZNF639",0.0159660513849201
"818","ZNF395","GCM1",0.0159651512475501
"819","ZNF623","HIVEP3",0.0159616254148419
"820","IRF1","MBD3",0.0159463565818036
"821","MAF","MYC",0.015943109538983
"822","ZNF649","ZNF140",0.0159415058601073
"823","ZNF212","SKI",0.0159308360290033
"824","DBP","NR4A2",0.0159211550003509
"825","ZNF224","E2F7",0.0159148893529178
"826","NR4A3","MAF",0.0159120607741923
"827","MXD1","ZNF331",0.0159051279928523
"828","NFE2L3","ZFX",0.0159035853720335
"830","ZKSCAN8","ZMAT1",0.015895754126992
"831","ZNF410","SPEN",0.0158953172224058
"832","NCOA2","ARID5B",0.0158874308654137
"833","ZNF202","MXD1",0.015887228393112
"834","ZSCAN20","ZNF841",0.0158803566292803
"835","ZNF781","CENPX",0.0158798319103265
"836","ZNF410","ZNF318",0.0158788559948345
"837","ZNF184","KLF10",0.0158702306922131
"838","ZNF165","ZNF16",0.0158692346402868
"839","ARID5B","SRCAP",0.0158669754202977
"840","ZSCAN16","ZNF318",0.0158644227481259
"841","ZNF823","ESR2",0.015861489658757
"842","ATMIN","ZBTB21",0.0158538009818693
"843","ZNF808","ZNF395",0.0158518590375533
"844","JUND","HIVEP1",0.0158427672020504
"846","HBP1","RBPJ",0.0158352199887114
"847","E2F3","JAZF1",0.0158084281602545
"848","ZNF585A","ZNF516",0.0158053904346203
"849","SREBF1","BATF3",0.015803696651688
"850","ETS1","ZNF678",0.0157997213203548
"851","IRF9","NFATC3",0.0157981443199355
"852","ZNF706","ARID2",0.0157905069165802
"853","ARID5B","ATF5",0.0157788934137271
"856","ZNF229","ZNF292",0.0157717413440732
"857","ZNF84","ZNF331",0.0157697949435959
"858","RARA","ZNF233",0.015760022918623
"859","ARID5B","PATZ1",0.0157584257414248
"860","ZNF713","CSRNP2",0.015757529059386
"861","ZNF781","SP110",0.015752510400539
"862","ZNF736","TTF1",0.0157382081093968
"863","ARID5A","NFYC",0.0157275298080559
"864","ZHX2","ZFPM1",0.0157262388630203
"865","ZNF227","ZNF781",0.0157254103358346
"866","ADNP","MAFG",0.0157137611371479
"867","ZNF33A","ZNF844",0.0157134210666418
"868","ZNF184","IRF1",0.015710717872214
"869","ZBTB7B","DDIT3",0.015710302035001
"870","MAFB","YBX1",0.015709531189022
"871","ZNF766","FOXM1",0.0157092230602816
"872","ZBTB32","GFI1",0.0157032299131704
"873","GMEB1","USF1",0.0157018855635642
"874","STAT4","ZNF69",0.0157013833266192
"875","ZNF91","ZNF595",0.0156978773718605
"876","MEF2C","ZNF292",0.0156908425969334
"878","ZSCAN16","ZNF737",0.0156739415412142
"879","JUND","STAT1",0.0156686103385904
"880","FLI1","ZNF675",0.0156664580197339
"881","TCFL5","NR4A3",0.0156625717049026
"882","SAFB","JUND",0.0156565994628216
"883","TSHZ1","MYBL2",0.015650741209553
"884","PURA","YBX3",0.0156499100706255
"885","ZNF217","CEBPB",0.0156412396074003
"886","ZNF805","EPAS1",0.0156410286921225
"887","ZNF229","ZNF432",0.0156394248231769
"888","CEBPD","BCL6",0.0156359830771698
"889","ZNF609","VENTX",0.0156292420660902
"890","AEBP1","VEZF1",0.0156269012272401
"891","KDM2B","TEF",0.0156215365663368
"892","CHAMP1","ZNF275",0.0156155713521892
"894","ZNF236","ARID5A",0.015611450648481
"895","NCOA3","ZNF652",0.0156109681153899
"896","DRAP1","NR4A3",0.0155946732615514
"897","MEF2C","ZNF511",0.0155780720651688
"898","MEF2C","RBAK",0.0155767707652576
"899","ELF2","ZNF335",0.0155744677575798
"900","ZNF70","TCF20",0.0155727144661765
"901","ZNF416","ZNF548",0.0155694388015466
"902","ZNF558","ZNF155",0.0155619045785613
"903","ZNF436","FOS",0.0155599056568995
"904","DNTTIP1","ZNF461",0.0155500383135798
"905","CTCF","TCF7",0.0155459013238889
"906","ZNF69","NFE2L1",0.0155435355655043
"907","NME2","GATAD2B",0.015543171930999
"908","SNAPC5","ZNF428",0.0155387378476466
"909","MBD6","ZNF225",0.0155218771784261
"910","SKIL","KLF10",0.0155217638296013
"911","POU2AF1","HMGA1",0.0155208823386523
"912","NCOA2","ARNTL",0.0155184965992523
"913","FOS","CSRNP1",0.0155137216094931
"914","KLF2","EGR3",0.0155110868871537
"915","MEF2B","PRDM8",0.0155104936839509
"916","ZNF16","NME2",0.0155094348046435
"917","KLF12","CENPB",0.0154856379425548
"918","ZGLP1","ZNF783",0.0154794591707026
"919","ZNF497","ZSCAN25",0.0154792332267469
"920","E2F6","E2F2",0.0154692005544518
"921","PRDM15","ZNF646",0.0154678600787094
"923","ZNF189","ZSCAN21",0.0154650816039377
"924","FLI1","ZNF468",0.0154607905511847
"925","ZXDC","AHR",0.0154605707637478
"926","ETS1","ZNF621",0.0154574866855256
"927","ZNF32","ZNF75A",0.015446034700725
"928","FLI1","ZNF655",0.015443959173262
"929","MAF","PA2G4",0.0154397424086784
"930","EGR1","JAZF1",0.0154391525699385
"931","ZNF416","ZNF318",0.0154381088716623
"932","ZNF217","JUN",0.0154275453964752
"933","PLAGL2","IRF7",0.0154187619092427
"934","ZNF154","SRCAP",0.0154068106979182
"935","JUNB","RELA",0.0154055426373322
"936","ZNF627","CPEB1",0.0154013970472951
"937","DR1","ZNF37A",0.015388170768371
"939","DMTF1","KLF5",0.0153799110378154
"940","ZNF576","TCF4",0.0153774972298135
"941","ZNF292","TCF7L2",0.0153737201447592
"942","ZNF416","IRF2",0.0153712165494901
"943","ZNF675","TOPORS",0.0153663091353997
"944","ZNF714","CENPBD1",0.015356601012295
"945","ZNF57","SNAI3",0.0153524264113832
"946","AEBP1","ZXDC",0.0153508003941173
"947","ZNF24","ZNF664",0.0153486314538449
"948","CXXC5","IRF4",0.0153426938659628
"949","ZNF416","CREBL2",0.0153322904164565
"950","CSRNP1","SPIB",0.015315713271516
"951","MAFB","NR3C1",0.0153105949440923
"952","ZNF101","NFXL1",0.0153074268936625
"955","TIGD6","ZBTB17",0.0152996363977895
"956","ATF6","LIN54",0.0152975497202755
"957","ZBTB38","ZNF382",0.0152733475486447
"958","ZNF184","IRF8",0.0152634830844829
"959","ZNF341","ZKSCAN5",0.0152593857846803
"960","USF2","TP73",0.0152569640915822
"961","ZNF439","ZNF711",0.0152524723257859
"962","ZGLP1","E2F1",0.0152420538988079
"963","ZNF567","SP140L",0.0152298639112468
"964","ZNF229","ZNF142",0.0152231726125655
"965","LEF1","ETV5",0.0152178957358412
"966","ZNF189","JUNB",0.0152159823209259
"967","FOXP1","ARID5A",0.0152139908555391
"968","ZBTB32","ZBTB33",0.0152138799268569
"969","SNAPC5","TMF1",0.015206024898103
"970","ETV2","ZNF655",0.015200524712985
"971","NAIF1","SOX12",0.0151867599895138
"972","KMT2A","SCML4",0.0151853459715959
"973","ZNF292","ZNF331",0.0151833774293444
"974","JUND","ZNF787",0.0151799555495199
"975","ZNF558","ZNF7",0.0151673411098371
"976","ZNF284","TCF7L2",0.0151669661521671
"977","KLF10","IKZF3",0.0151663490829865
"978","NRL","MBD6",0.015165072068008
"979","ZNF749","ZNF300",0.0151636530737145
"980","HMBOX1","LYL1",0.0151509785140466
"981","TET3","ZNF768",0.0151508316215312
"982","ZNF74","ZNF266",0.0151464910563405
"983","ZNF675","RBAK",0.0151439548889794
"984","TET3","HSF1",0.0151431340645387
"985","ZNF675","PRDM2",0.0151345060123565
"986","ZBTB18","BATF2",0.0151343189199585
"987","ZNF511","ZNF70",0.0151282578253596
"988","ZNF215","ZNF595",0.0151240929783651
"989","NRL","SPEN",0.0151201055712588
"990","SP110","ZNF579",0.0151186215722621
"991","MEF2D","ZNF83",0.0151185619100012
"992","NCOA1","ZBTB48",0.0151133907594421
"993","EPAS1","FOXO1",0.0151110730665214
"994","RBPJ","ZNF853",0.0151061434427946
"995","LIN54","ZFP28",0.0151005562594879
"996","RBPJ","ATF5",0.0150891671794894
"997","ARNT","EGR3",0.0150890229335076
"998","ZNF623","ZNF407",0.0150836797476593
"999","C11orf95","CGGBP1",0.0150809907695659
"1000","EGR3","CPEB1",0.0150796502082937
"1001","ZNF354A","ZNF804A",0.01507221625053
"1002","HIF1A","ZNF229",0.0150662800717147
"1003","ZNF324B","GTF2I",0.0150634438350368
"1005","ZNF264","ZNF329",0.0150574268607989
"1006","ZNF165","NR3C1",0.0150563890456861
"1007","REPIN1","CEBPA",0.0150531508065324
"1009","BAZ2A","GATAD2B",0.0150236881041715
"1010","GTF3A","HIF1A",0.015023154013759
"1011","NCOA3","NFYC",0.015021666383232
"1012","NCOA3","FEZF2",0.0150203911977692
"1013","ZNF174","ZNF518A",0.0150137836709206
"1014","ZFP14","GLI1",0.0150114294379137
"1015","ZNF441","ZNF804A",0.0150030973245928
"1016","EGR2","JDP2",0.0150024768327707
"1017","PURB","NFE2L3",0.0150006070546503
"1018","ZNF675","ZSCAN29",0.0149939816049377
"1019","MAZ","ZNF804A",0.0149903980882692
"1020","ZNF607","ZNF326",0.0149816122072367
"1021","SNAPC5","SOX6",0.014977356280941
"1022","ZBTB6","SCX",0.0149756868041351
"1024","ZNF836","TBPL1",0.0149570184260251
"1025","CEBPD","ELF2",0.014951650036377
"1026","ZNF267","NFKB1",0.0149504222440177
"1027","NR4A1","ZNF551",0.0149472003653048
"1028","ZNF675","MBD3",0.0149470955582187
"1029","ZNF225","YBX3",0.0149470033823316
"1030","ZNF200","ZNF385C",0.0149408062271187
"1031","ETS1","ZNF581",0.0149343693068139
"1032","ZNF540","ZNF33A",0.0149331292272584
"1033","ZNF827","CENPA",0.0149307725003333
"1034","CSRNP1","TCFL5",0.01492903794265
"1035","THAP7","ZBED4",0.014928409210172
"1036","CREB1","ZNF800",0.014925762202782
"1037","PRDM15","CAMTA1",0.0149142561345417
"1039","NFYA","YBX1",0.0149117973274642
"1040","SMAD4","ZMAT1",0.0149074831442052
"1041","ZNF717","ZNF595",0.014872569094741
"1043","ZNF804A","NR2C2",0.0148657320730767
"1044","KAT7","SATB1",0.0148578300464799
"1045","FOXN3","ZNF350",0.0148576283979616
"1046","CHCHD3","SP140",0.0148548438913295
"1047","ZNF718","ZNF585B",0.014844171019976
"1048","NRL","BAZ2B",0.0148434244719647
"1049","ZNF76","ZNF277",0.0148429937213796
"1050","ZNF609","THAP11",0.0148395896226064
"1052","MTERF2","BHLHE40",0.0148261991282618
"1053","ZNF718","ZNF544",0.0148221190347583
"1054","ZNF718","ZFHX3",0.014816308779554
"1055","HIVEP3","MYCN",0.0148137417553977
"1056","ZNF229","STAT5B",0.0148108799716813
"1057","IKZF3","NCOA3",0.0148077691313677
"1058","ZNF772","NCOA2",0.0147998556074657
"1059","FOXN3","SKI",0.014797879912481
"1060","JUNB","USF2",0.0147945843903231
"1061","PRDM2","VENTX",0.0147926813827759
"1062","ZNF410","ZNF737",0.0147897927509227
"1063","ZNF35","MXD3",0.0147878397710824
"1064","AKNA","ZNF853",0.0147876219748127
"1065","TET3","JUND",0.0147871814741735
"1066","KLF11","KLF10",0.0147841539857462
"1067","ZNF367","SREBF1",0.0147818546710075
"1068","PIN1","ZFP2",0.0147791683221398
"1069","PURA","UBP1",0.0147775063763997
"1070","ZNF416","STAT2",0.0147767046881259
"1071","JUND","ZNF821",0.0147722404403999
"1072","ZNF706","GLMP",0.0147715321197981
"1073","ELF2","GATAD2B",0.0147685718419802
"1074","ZNF655","ZNF471",0.0147661236367654
"1075","SP110","ZNF284",0.0147626307961276
"1076","MYCL","NR4A3",0.0147595876599823
"1077","ZNF718","ZBTB40",0.0147508877128676
"1078","AKAP8L","CENPA",0.0147492305131577
"1079","ZNF639","RLF",0.0147417199533843
"1080","NRL","ZNF234",0.0147299425690027
"1081","ZFP3","ZNF215",0.0147276469266353
"1082","BPTF","KLF10",0.0147248973435556
"1083","ZNF559","IRF4",0.0147242745221653
"1085","ZNF682","ZNF800",0.0147176493252803
"1086","SKIL","MAF",0.0147152015764067
"1088","ZNF585B","CREB3",0.014713624857181
"1089","ZNF691","ZNF135",0.0147129447673806
"1090","ZNF568","ZNF611",0.0147045649877892
"1091","ARID5A","STAT1",0.0147040348978565
"1092","ZNF517","NKX3-1",0.0147032859750422
"1093","NR4A3","VENTX",0.0147025594925456
"1094","ZBTB1","CREB3",0.0146968193913276
"1095","MBD4","HDX",0.014688620691085
"1097","RXRA","SREBF1",0.0146810601730983
"1098","MEF2C","CREB3L2",0.0146799217348385
"1099","ETS1","ZNF718",0.0146739005376023
"1100","ZNF248","PA2G4",0.0146738756343459
"1101","ZKSCAN4","POU2AF1",0.0146735569798881
"1102","ZNF343","TET2",0.0146726677325461
"1103","ZNF773","ZNF300",0.0146673319736976
"1104","ZNF8","BCL11A",0.0146673222118819
"1105","IRF1","YBX1",0.0146656807659806
"1106","NFKB2","ZBTB32",0.0146634102223056
"1107","NR2C1","ZNF207",0.014663069983702
"1108","MEF2C","ZNF770",0.0146616498766794
"1109","ZNF701","ZNF467",0.0146563590791475
"1110","ZNF45","YBX3",0.0146545077749083
"1111","SP140L","ZNF280B",0.0146539143910511
"1112","FOXP1","TCF7L2",0.01465273230594
"1113","E2F7","ZNF444",0.0146429391793641
"1114","ZKSCAN4","IRF2",0.0146386544695055
"1115","ZHX2","PBX3",0.0146373601385826
"1116","ZNF410","MBD1",0.014633950078577
"1117","NCOA1","ZBED1",0.0146310614656549
"1118","ZNF827","ZNF524",0.0146249873123188
"1119","ZNF529","ZNF354C",0.0146213671867653
"1120","ZKSCAN1","NFATC2",0.0146193950690817
"1121","ZNF229","ZBTB48",0.0146167642385814
"1122","THYN1","ZBTB6",0.0146115393770375
"1123","ZNF682","NCOA1",0.0146108487073981
"1124","ZNF280D","ZNF664",0.0146100203658553
"1125","ARID5A","ZNF266",0.0146059447175165
"1126","ZNF225","ZFPM1",0.0145960820002328
"1127","MBNL2","RFX3",0.0145930092571829
"1128","MXD1","HMGA1",0.014583669882011
"1129","ZNF713","ZNF260",0.0145826578732201
"1130","E2F1","ZBTB18",0.0145821484712127
"1131","ZNF14","AHR",0.0145724427836877
"1132","ZBTB6","PRDM8",0.0145688741334268
"1133","SNAPC5","ZNF451",0.0145637734556641
"1134","FOXO1","EGR2",0.014556982074635
"1135","ZNF713","SRCAP",0.0145554859126292
"1136","MEF2C","ZBTB1",0.0145548319712051
"1137","ZNF831","ZBTB21",0.0145532749660097
"1138","ZNF813","ZNF658",0.0145521977454711
"1139","L3MBTL3","ZNF211",0.0145464382431116
"1140","ZNF675","NFAT5",0.014544296192484
"1141","ZNF772","ZNF813",0.0145435189166205
"1142","IKZF3","ZNF292",0.0145407454105315
"1144","MYBL2","SKI",0.0145282168818987
"1145","ZNF419","POU6F1",0.0145269766966579
"1146","ZNF493","ZNF235",0.0145254822231035
"1147","ZNF804A","THAP7",0.014522869200247
"1148","KLF4","SPIB",0.0145216338995592
"1149","MEF2C","LIN54",0.0145070103797866
"1150","ZNF823","ZNF793",0.0145062371803226
"1151","ZNF781","ZNF853",0.0144959681336523
"1152","ZNF69","ATF5",0.0144925414671927
"1153","SKI","IRF1",0.0144910998781554
"1154","JUN","DBP",0.0144888953050103
"1155","MAZ","MAFF",0.0144803868616785
"1156","GPBP1","ZNF367",0.0144785501238721
"1157","ZNF382","ZNF358",0.0144772412036675
"1158","SP110","ZNF589",0.0144768818413737
"1159","ZNF814","YY1",0.0144767979071735
"1160","ZNF410","ZNF316",0.0144756863540846
"1161","RLF","ZNF804A",0.0144748540872903
"1163","ZNF451","ZNF394",0.0144692779621702
"1164","ZNF165","TGIF1",0.014468886544308
"1165","ZNF592","GATAD2B",0.0144640172377429
"1166","IRF4","SNAI3",0.0144638470887235
"1167","CEBPA","ZNF549",0.0144610644975621
"1168","IRF1","PA2G4",0.0144601381455877
"1169","ZNF33A","ZNF367",0.0144580056889518
"1170","TCF3","VENTX",0.0144526575275292
"1171","ARID2","TIGD5",0.0144518850397361
"1172","ELF2","SP3",0.0144516162731558
"1173","ZNF518B","TIGD6",0.0144509168119044
"1174","ZNF236","ZNF667",0.0144480317405417
"1175","ZNF184","TBPL1",0.0144460413162007
"1178","IKZF3","ZNF439",0.0144434502906371
"1180","ZNF718","ZNF831",0.0144394485208217
"1181","ELF2","NR4A3",0.0144389861327555
"1182","ZNF551","POU2AF1",0.0144375954113806
"1183","ZNF610","TFEB",0.0144334954957088
"1184","ZNF26","ZBTB2",0.0144331313401064
"1185","SREBF2","ZNF548",0.0144322361440237
"1186","ZNF609","ZSCAN26",0.0144245962594798
"1187","ZNF737","ZNF316",0.0144207980739134
"1188","PRDM2","YY1",0.0144161391389862
"1189","IKZF1","STAT1",0.0144120039121605
"1190","ZNF611","DOT1L",0.0144099636661976
"1191","ZNF831","ZNF551",0.0144041248946001
"1192","JUN","ZNF444",0.0143985479648852
"1193","NCOA2","CREB3",0.0143977913277487
"1194","NFYC","ZNF706",0.0143863365735094
"1195","YBX1","E2F2",0.014382199320987
"1196","ZBTB18","HOXB2",0.0143818328622771
"1197","BAZ2A","ZKSCAN4",0.0143802954051599
"1198","ZBTB39","GTF2I",0.0143789347266938
"1200","ZNF576","SP8",0.0143764355582379
"1201","ZSCAN16","HSF2",0.0143713656708191
"1202","ZSCAN16","ZNF341",0.0143712674911126
"1203","HOXB2","ATF5",0.0143703262432798
"1205","CENPX","MEF2B",0.0143654590776851
"1206","ZNF627","ZNF783",0.014362604642121
"1207","ZNF445","DR1",0.0143394144202219
"1208","CHCHD3","ZNF709",0.0143377000395046
"1209","ZBTB37","ZNF844",0.0143360320897582
"1210","ZNF296","ZNF236",0.0143233318688334
"1211","ZNF675","NR2C2",0.0143192802748697
"1212","SREBF1","TCF7",0.0143173715220214
"1213","ZNF611","NFYB",0.0143158686368757
"1214","GTF3A","ZNF888",0.0143126601933087
"1215","TFDP1","ARID2",0.0143046999240562
"1216","ZNF70","E2F3",0.0143044347259939
"1218","ZNF257","STAT1",0.0142978226476459
"1219","STAT6","ZSCAN29",0.014296797976578
"1220","ZNF585B","SMYD3",0.0142950351061785
"1221","MXD4","KLF6",0.0142946985583736
"1222","PRDM8","ZNF595",0.0142929120772816
"1223","ZSCAN21","ZNF761",0.0142911497952559
"1224","NRL","ZEB1",0.0142909658384122
"1225","DRAP1","ARID5B",0.0142871074974751
"1226","E2F2","ZNF512",0.0142869785651643
"1227","C11orf95","RREB1",0.014286824054206
"1228","ZNF212","IRF2",0.0142866944426877
"1229","ARNT","EGR2",0.0142857158804207
"1230","MBD6","ZNF142",0.0142843215611755
"1231","JUNB","CEBPA",0.0142815839149379
"1232","SON","DNTTIP1",0.0142798117290448
"1233","ZBTB44","ARID5B",0.0142764113935217
"1234","SP110","JUND",0.0142743933943909
"1235","ZNF16","ZC3H8",0.0142740926388108
"1236","MSANTD4","FOXO4",0.0142726354844783
"1237","ZNF737","NFE2L1",0.0142675784577662
"1238","ZNF182","PURA",0.0142649544898978
"1239","ZNF830","ZNF510",0.0142634073765014
"1240","ZNF449","ZNF354C",0.014262804595962
"1241","ZNF461","HOXB7",0.0142570999525148
"1242","ARID5B","ZNF616",0.0142510765944145
"1243","KLF8","ZBTB40",0.0142508938646952
"1244","ZNF232","KLF6",0.0142484241874187
"1245","E2F4","ZNF480",0.0142433646471314
"1246","ZNF706","ZNF484",0.0142383594624923
"1247","MEF2C","KDM2A",0.0142381778525735
"1248","ZNF830","DDIT3",0.0142369768833238
"1249","RARA","E2F5",0.0142315500777663
"1250","ZNF718","DRAP1",0.0142297160434711
"1251","JAZF1","ZBTB5",0.0142274500390563
"1252","TFDP1","TCFL5",0.014224862732421
"1253","SKOR1","MEF2B",0.014222943175125
